Type,Ressort,RG,OBJET,ligne objet,NORME,ligne norme,QUANTUM,ligne quantum,POSITION,ligne position,RESULTAT,ligne contenant un résultat,QUANTUM RESULTAT (obtenu),ligne quantum
CA,Douai,15/01166,dommages-intérêts,59-64,principe de responsabilité pour trouble anormal de voisinage,84-86,"103 580,00 €",107-108,Demandeur initial,59-64,rejette,231-237,"0,00 €",x
CA,Toulouse,15/01196,dommages-intérêts,118-120,principe de responsabilité pour trouble anormal de voisinage,118-128,"20 000,00 €",109-110,Demandeur initial,118,accepte,"155-157,163,164,172-177","7 500,00 €",176-177
CA,Reims,15/03109,dommages-intérêts,67-71,principe de responsabilité pour trouble anormal de voisinage,"111-112,187-195","1,00 €",79-80,Demandeur initial,67-71,rejette,"196-203,215","0,00 €",x
CA,Reims,14/02049,dommages-intérêts,72-74,principe de responsabilité pour trouble anormal de voisinage,"71,73","25 000,00 €",72,Demandeur initial,68-72,rejette,304-305,"0,00 €",x
CA,Paris,13/04647,dommages-intérêts,86-88,principe de responsabilité pour trouble anormal de voisinage,87-88,"1 500,00 €","94-95,136",Demandeur initial,79-81,accepte,212-216,"1,00 €",215
CA,Saint Denis,13/00313,Faux positif DI,x,Faux positif trouble anormal de voisinage,186-187,x,x,,x,,x,x,x
CA,Versailles,14/03611,dommages-intérêts,102,principe de responsabilité pour trouble anormal de voisinage,146,?,x,Demandeur initial,,rejette,"346,384",O,x
CA,Versailles,14/01640,dommages-intérêts,145-147,principe de responsabilité pour trouble anormal de voisinage,137,"29 322,27 €",76-77,Demandeur initial,76-77,accepte,284-285,"13 798,33 €",284-285
CA,Paris,14/12010,dommages-intérêts,221-227,principe de responsabilité pour trouble anormal de voisinage,219-220,"13 880,00 €",226,Demandeur initial,217-222,accepte,681-683,"5 467,80 €",682
CA,Paris,14/12010,dommages-intérêts,221-227,principe de responsabilité pour trouble anormal de voisinage,219-220,"2 474,00 €",223,Demandeur initial,217-222,rejette,689,"0,00 €",x
CA,Paris,14/01823,Faux positif DI,x,Faux positif trouble anormal de voisinage,526-527,x,x,,x,,x,x,x
CA,Angers,15/01902,dommages-intérêts,77-83,principe de responsabilité pour trouble anormal de voisinage,81,"105 000,00 €",161-162,Demandeur initial,77-83,accepte,286-287,"30 000,00 €",286-287
CA,Angers,15/01902,dommages-intérêts,77-83,principe de responsabilité pour trouble anormal de voisinage,81,"212 500,00 €",162-163,Demandeur initial,77-83,rejette,288-290,"0,00 €",288-290
CA,Reims,15/01097,dommages-intérêts,"71-72, 115-116",principe de responsabilité pour trouble anormal de voisinage,104-105,"2 000,00 €","72, 115-116",Demandeur initial,68-73,rejette,155-171,"0,00 €",x
CA,Douai,15/00290,Faux positif DI,x,Faux positif trouble anormal de voisinage,132-136,x,x,,x,,x,x,x
CA,Toulouse,14/04452,dommages-intérêts,"65-66,99-109",principe de responsabilité pour trouble anormal de voisinage,"100, 203-204","1 664,00 €",106,Défendeur initial,95-101,accepte,268-273,"1 664,00 €",106
CA,Toulouse,14/04452,dommages-intérêts,"65-66,99-109",principe de responsabilité pour trouble anormal de voisinage,"100, 203-204","1 387,00 €",106,Défendeur initial,95-101,accepte,268-273,"1 387,00 €",106
CA,Toulouse,14/01596,dommages-intérêts,"67-74,85-87,266-268",principe de responsabilité pour trouble anormal de voisinage,73-74,"100 000,00 €","85-86,266-268",Demandeur initial,67-74,rejette,552-555,"0,00 €",552-55
CA,Toulouse,14/01596,dommages-intérêts,82-84,principe de responsabilité pour trouble anormal de voisinage,73-74,5€/jour,82-84,Demandeur initial,82-84,accepte,596-598,"3 000,00 €",596-598
CA,Papeete,15/00297,dommages-intérêts,67-84,principe de responsabilité pour trouble anormal de voisinage,67-84,"2 000 000,00 €",81-82,Demandeur initial,55-59,accepte,234-235,"500 000,00 €",234-235
CA,Chambéry,15/01535,dommages-intérêts,96-63,principe de responsabilité pour trouble anormal de voisinage,98-99,"32 000,00 €",100-101,Demandeur initial,41-62,accepte,193-197,"15 000,00 €",196-197
CA,Chambéry,15/01535,dommages-intérêts,96-63,principe de responsabilité pour trouble anormal de voisinage,98-99,"15 000,00 €",102-103,Demandeur initial,41-62,rejette,201-202,"0,00 €",201-202
CA,Grenoble,14/04239,dommages-intérêts,89,principe de responsabilité pour trouble anormal de voisinage,120-121,"20 000,00 €",89,Demandeur initial,68-69,rejette,168-172,"0,00 €",x
CA,FORT DE France,13/00672,dommages-intérêts,77-85,principe de responsabilité pour trouble anormal de voisinage,88-89,"15 000,00 €",80,Demandeur initial,50-60,rejette,152-154,"0,00 €",x
CA,FORT DE France,13/00672,dommages-intérêts,77-85,principe de responsabilité pour trouble anormal de voisinage,88-89,"20 000,00 €",81,Demandeur initial,50-60,rejette,152-154,"0,00 €",x
CA,FORT DE France,13/00672,dommages-intérêts,77-85,principe de responsabilité pour trouble anormal de voisinage,88-89,"10 000,00 €",83,Demandeur initial,50-60,rejette,152-154,"0,00 €",x
CA,FORT DE France,13/00672,dommages-intérêts,77-85,principe de responsabilité pour trouble anormal de voisinage,88-89,"15 000,00 €",84,Demandeur initial,50-60,rejette,152-154,"0,00 €",x
CA,FORT DE France,13/00672,dommages-intérêts,77-85,principe de responsabilité pour trouble anormal de voisinage,88-89,"50 000,00 €",85,Demandeur initial,50-60,rejette,152-154,"0,00 €",x
CA,Nancy,15/00434,injonction sous astreinte,52-63,principe de responsabilité pour trouble anormal de voisinage,59-60,x,x,Demandeur initial,61-63,accepte,109-114,x,x
CA,Nancy,15/00434,expertise,97-106,principe de responsabilité pour trouble anormal de voisinage,59-60,x,x,Demandeur initial,61-63,accepte,"107,139-142",x,x
CA,Colmar,15/02180,dommages-intérêts,"75-92,118-119",principe de responsabilité pour trouble anormal de voisinage,134-135,"800,00 €",92,Demandeur initial,75-80,accepte,224-230,"800,00 €",230
CA,Metz,14/01658,dommages-intérêts,92-100,principe de responsabilité pour trouble anormal de voisinage,"97,99","5 000,00 €",98,Demandeur initial,46-51,rejette,231-235,"0,00 €",x
CA,Paris,14/17306,dommages-intérêts,51-57,principe de responsabilité pour trouble anormal de voisinage,56,"4 000,00 €",56,Demandeur initial,51-57,rejette,225-226,"0,00 €",x
CA,Metz,14/01658,dommages-intérêts,46-50,principe de responsabilité pour trouble anormal de voisinage,50,"5 000,00 €",49,Demandeur initial,46-48,rejette,231-235,"0,00 €",x
CA,Paris,14/17306,dommages-intérêts,51-56,principe de responsabilité pour trouble anormal de voisinage,56,"4 000,00 €",56,Demandeur initial,51-53,irrecevable,116-118,"0,00 €",x
CA,Lyon,14/01540,dommages-intérêts,316-322,principe de responsabilité pour trouble anormal de voisinage,317,?,?,Défendeur initial,316,irrecevable,319-320,"0,00 €",x
CA,Grenoble,11/04353,dommages-intérêts,562-580,principe de responsabilité pour trouble anormal de voisinage,573-574,"21 086,94 €",578,Demandeur initial,269-271,accepte,875-879,"21 086,00 €",1009-1012
CA,Rennes,14/09960,dommages-intérêts,123-124,principe de responsabilité pour trouble anormal de voisinage,147,"2 500,00 €",123-124,Demandeur initial,66-68,accepte,"147,162-165,209-210","2 000,00 €",210
CA,Toulouse,15/01618,dommages-intérêts,"95,99-100,139-163",principe de responsabilité pour trouble anormal de voisinage,210,"15 000,00 €",149,Demandeur initial,79-80,accepte,210-216,"4 000,00 €",215
CA,Poitiers,14/04730,dommages-intérêts,132-144,principe de responsabilité pour trouble anormal de voisinage,132-134,"2 000,00 €",84,Demandeur initial,80-81,rejette,132-144,"0,00 €",x
CA,Paris,14/15704,x,x,Faux positif trouble anormal de voisinage,176-185,x,x,Demandeur initial,83-87,,x,x,x
CA,Aix,14/21348,dommages-intérêts,192-193,principe de responsabilité pour trouble anormal de voisinage,190-191,"20 000,00 €",192-193,Demandeur initial,107-109,rejette,266-267,"0,00 €",x
CA,Aix,14/24144,injonction sous astreinte,78-91,principe de responsabilité pour trouble anormal de voisinage,154,100/j,104,Demandeur initial,78-81,accepte,227-231,"30,00 €",229
CA,Rouen,15/03863,dommages-intérêts,117-126,principe de responsabilité pour trouble anormal de voisinage,"65-66,122-124","6 000,00 €",125-126,Demandeur initial,65-66,accepte,"308-310,314-318,389-390","5 000,00 €",389-390
CA,Rouen,15/03863,dommages-intérêts,117-126,principe de responsabilité pour trouble anormal de voisinage,"65-66,122-124","3 000,00 €",104,Demandeur initial,65-66,rejette,"319-320,391-392","0,00 €",x
CA,Paris,14/14925,dommages-intérêts,92-96,principe de responsabilité pour trouble anormal de voisinage,354,"19 110,00 €",160-161,Demandeur initial,92-96,accepte,349-355,"11 310,00 €",351
CA,Grenoble,13/01841,dommages-intérêts,55,principe de responsabilité pour trouble anormal de voisinage,95,"50 000,00 €",55,Demandeur initial,52-56,accepte,166-169,"20 000,00 €","57-61,181"
CA,Aix,14/12646,dommages-intérêts,144-146,principe de responsabilité pour trouble anormal de voisinage,146,"3 000,00 €",144,Demandeur initial,84-89,rejette,239-242,"0,00 €",x
CA,Dijon,10/01428,dommages-intérêts,67-90,principe de responsabilité pour trouble anormal de voisinage,149-152,x,x,Demandeur initial,67-90,rejette,201-205,"0,00 €",x
CA,Bordeaux,14/02584,injonction sous astreinte,71-77,principe de responsabilité pour trouble anormal de voisinage,73-74,500/j,96-97,Demandeur initial,71-77,accepte,180-188,150/j,187-188
CA,Bordeaux,14/02584,dommages-intérêts,103-104,principe de responsabilité pour trouble anormal de voisinage,73-74,"3 000,00 €",103-104,Demandeur initial,71-77,rejette,253-254,"0,00 €",x
CA,Amiens,14/04468,dommages-intérêts,203-206,principe de responsabilité pour trouble anormal de voisinage,272-274,"13 051,19 €",205,Demandeur initial,75,accepte,"288-292,311-316","13 051,19 €",313-314
CA,Nancy,15/02212,dommages-intérêts,62,principe de responsabilité pour trouble anormal de voisinage,58,"8 000,00 €",62,Demandeur initial,56-58,accepte,221-222,"3 000,00 €",221-22
CA,Rennes,13/05423,dommages-intérêts,96-97,principe de responsabilité pour trouble anormal de voisinage,97,"5 000,00 €",96,Demandeur initial,68-73,rejette,227-229,"0,00 €",x
CA,Aix,10/18405,dommages-intérêts,160-162,principe de responsabilité pour trouble anormal de voisinage,151-151,"20 000,00 €",160-162,Demandeur initial,104-108,accepte,401-407,"20 000,00 €",406
CA,Aix,15/10226,dommages-intérêts,77-78,principe de responsabilité pour trouble anormal de voisinage,69,"2 000,00 €",78,Demandeur initial,71-72,rejette,199-203,"0,00 €",x
CA,Poitiers,15/04150,dommages-intérêts,198-200,principe de responsabilité pour trouble anormal de voisinage,80,"800,00 €",198-199,Demandeur initial,75-82,accepte,194-200,"800,00 €",198-199
CA,Paris,14/04890,x,x,Faux positif trouble anormal de voisinage,109-112,x,x,,x,,x,x,x
CA,Grenoble,13/02211,dommages-intérêts,252-253,principe de responsabilité pour trouble anormal de voisinage,245-248,"127 143,66 €",252-253,Demandeur initial,85-94,accepte,440-441,2500 + 500 + 3000 + 15000 + 4000,446-453
CA,Pau,15/00499,dommages-intérêts,95-103,principe de responsabilité pour trouble anormal de voisinage,97-98,"5 000,00 €",101-102,Demandeur initial,83-88,rejette,"169-171,189","0,00 €",x
CA,Angers,15/03103,expertise,113,principe de responsabilité pour trouble anormal de voisinage,124,x,x,Demandeur initial,125-126,rejette,123-127,x,x
CA,Toulouse,15/01972,dommages-intérêts,136-145,principe de responsabilité pour trouble anormal de voisinage,"138,212","5 000,00 €",143-144,Demandeur initial,105-108,accepte,239-245,"5 000,00 €",244-245
CA,Chambéry,14/01952,injonction sous astreinte,64-65,principe de responsabilité pour trouble anormal de voisinage,293-294,150/j,75,Demandeur initial,61-69,accepte,292-296,100/j,295
CA,Paris,15/10841,injonction sous astreinte,"74-76,122-124",principe de responsabilité pour trouble anormal de voisinage,73-74,500/s,123-124,Demandeur initial,73-80,rejette,315-320,"0,00 €",x
CA,Rennes,15/05639,x,x,Faux positif trouble anormal de voisinage,257-259,x,x,,x,,x,x,x
CA,Lyon,14/02898,dommages-intérêts,"112-115,330-331,352-353",principe de responsabilité pour trouble anormal de voisinage,115,"15 000,00 €","114-115,353-353",Demandeur initial,112-115,rejette,380-382,"0,00 €",x
CA,Toulouse,15/01502,dommages-intérêts,155-156,principe de responsabilité pour trouble anormal de voisinage,147-148,"50 000,00 €",155,Demandeur initial,70-73,accepte,259-260,"3 000,00 €",259-260
CA,Amiens,14/00625,dommages-intérêts,115-118,principe de responsabilité pour trouble anormal de voisinage,149-155,"26 220,00 €",117,Demandeur initial,69-77,irrecevable,130-143,"0,00 €",x
CA,Amiens,14/00625,dommages-intérêts,115-118,principe de responsabilité pour trouble anormal de voisinage,149-155,"50 410,00 €",117,Demandeur initial,69-77,accepte,267-270,"30 000,00 €",269
CA,Amiens,14/00625,dommages-intérêts,115-118,principe de responsabilité pour trouble anormal de voisinage,149-155,"11 335,00 €",117,Demandeur initial,69-77,accepte,267-271,"7 000,00 €",269
CA,Amiens,14/00625,dommages-intérêts,115-118,principe de responsabilité pour trouble anormal de voisinage,149-155,"12 000,00 €",117,Demandeur initial,69-77,accepte,267-272,"7 000,00 €",269-270
CA,Aix,14/11196,dommages-intérêts,138-140,principe de responsabilité pour trouble anormal de voisinage,252-256,"76 212,84 €",291-292,Demandeur initial,138-140,accepte,326-328,"17 284,00 €",328
CA,Aix,14/08207,dommages-intérêts,308-309,principe de responsabilité pour trouble anormal de voisinage,304,"87 966,98 €",310-311,Demandeur initial,181-189,accepte,573-576,"87 962,98 €",573-576
CA,Paris,15/02029,injonction sous astreinte,62-85,principe de responsabilité pour trouble anormal de voisinage,73,1000/j,111-112,Demandeur initial,69-85,accepte,310-316,500/j,313-314
CA,Paris,15/02029,injonction sous astreinte,62-85,principe de responsabilité pour trouble anormal de voisinage,73,1000/j,115,Demandeur initial,69-85,accepte,317-321,500/j,319-320
CA,Paris,15/02029,injonction sous astreinte,62-85,principe de responsabilité pour trouble anormal de voisinage,73,1000/j,119-120,Demandeur initial,69-85,rejette,322-325,"0,00 €",x
CA,Dijon,14/00920,injonction sous astreinte,68-77,principe de responsabilité pour trouble anormal de voisinage,74-75,100/j,90,Demandeur initial,68-71,accepte,340-344,100/j,343-344
CA,Dijon,14/00920,dommages-intérêts,91-92,principe de responsabilité pour trouble anormal de voisinage,74-75,"10 000,00 €",91-92,Demandeur initial,68-71,accepte,345-346,"2 000,00 €",345-346
CA,Versailles,15/02210,dommages-intérêts,89-92,principe de responsabilité pour trouble anormal de voisinage,96,"10 000,00 €",148-149,Demandeur initial,89-92,rejette,264,"0,00 €",x
CA,Paris,14/22090,dommages-intérêts,383,principe de responsabilité pour trouble anormal de voisinage,"235-236,306-310",x,x,Demandeur initial,129-130,accepte,"302-305,458-463","199 233,00 €",464
CA,Paris,14/22090,dommages-intérêts,383,principe de responsabilité pour trouble anormal de voisinage,"235-236,306-310",x,x,Demandeur initial,129-130,accepte,"302-305,458-463","20 903,00 €",465
CA,Paris,14/22090,dommages-intérêts,383,principe de responsabilité pour trouble anormal de voisinage,"235-236,306-310",x,x,Demandeur initial,129-130,accepte,"302-305,458-463","2 508,30 €",466
CA,Paris,14/22090,dommages-intérêts,383,principe de responsabilité pour trouble anormal de voisinage,"235-236,306-310",x,x,Demandeur initial,129-130,accepte,"302-305,458-463","54 133,50 €",467
CA,Paris,14/22090,dommages-intérêts,383,principe de responsabilité pour trouble anormal de voisinage,"235-236,306-310",x,x,Demandeur initial,129-130,accepte,"302-305,458-463","8 612,00 €",468
CA,Paris,14/22090,dommages-intérêts,383,principe de responsabilité pour trouble anormal de voisinage,"235-236,306-310",x,x,Demandeur initial,129-130,accepte,"302-305,458-463","620,00 €",469
CA,Paris,14/22090,dommages-intérêts,383,principe de responsabilité pour trouble anormal de voisinage,"235-236,306-310",x,x,Demandeur initial,129-130,accepte,"302-305,458-463","10 000,00 €",470
CA,Caen,14/03255,injonction sous astreinte,49-52,principe de responsabilité pour trouble anormal de voisinage,209-210,x,x,Défendeur initial,173-179,rejette,209-215,"0,00 €",x
CA,Aix,14/18361,x,x,principe de responsabilité pour trouble anormal de voisinage,95-97,x,x,Demandeur initial,x,sursis à statuer,95-97,x,x
CA,Versailles,13/03488,dommages-intérêts,"113-114,189-191",principe de responsabilité pour trouble anormal de voisinage,187-188,"45 000,00 €",190,Demandeur initial,104-114,accepte,429-431,"10 000,00 €",430
CA,Douai,15/03260,x,x,Faux positif trouble anormal de voisinage,257-260,x,x,,x,,x,x,x
CA,Aix,14/23996,injonction sous astreinte,164,principe de responsabilité pour trouble anormal de voisinage,164-165,x,x,Demandeur initial,164,accepte,241-243,x,x
CA,Aix,14/23201,dommages-intérêts,83,Faux positif trouble anormal de voisinage,197-198,x,x,Demandeur initial,78-83,,x,x,x
CA,Aix,14/23395,injonction sous astreinte,88-97,principe de responsabilité pour trouble anormal de voisinage,"75,92",200/j,96,Demandeur initial,66-75,rejette,156-160,"0,00 €",x
CA,Aix,15/03891,dommages-intérêts,83-85,700 Code de Procédure Civile,83-85,"1 500,00 €",83-85,Demandeur initial,73-85,rejette,135-136,"0,00 €",x
CA,Aix,15/03891,dommages-intérêts,89-90,700 Code de Procédure Civile,89-90,"1 500,00 €",89-90,Défendeur initial,89-90,rejette,135-136,"0,00 €",x
CA,Aix,15/08019,dommages-intérêts,86-87,700 Code de Procédure Civile,86-87,"5 000,00 €",86-87,Défendeur initial,71-75,rejette,119-121,"0,00 €",x
CA,Aix,15/08019,dommages-intérêts,"92-93,105-106",700 Code de Procédure Civile,"92-93,105-106","4 000,00 €","92,105",Demandeur initial,71-75,accepte,119-121,"3 000,00 €",120
CA,Bordeaux,15/06442,dommages-intérêts,96-98,700 Code de Procédure Civile,96-98,"1 500,00 €",96-98,Défendeur initial,55-58,accepte,170-172,"1 500,00 €",171
CA,Caen,13/03018,dommages-intérêts,90-91,700 Code de Procédure Civile,90-91,"4 000,00 €",90-91,Demandeur initial,52-56,rejette,272-273,"0,00 €",x
CA,Caen,13/03018,dommages-intérêts,102-103,700 Code de Procédure Civile,102-103,"2 000,00 €",102-103,Défendeur initial,52-56,accepte,272-273,"2 000,00 €",272-273
CA,Colmar,14/00111,dommages-intérêts,90-91,700 Code de Procédure Civile,90-91,"4 000,00 €",90-91,Demandeur initial,62-63,rejette,228-229,"0,00 €",x
CA,Lyon,14/08974,dommages-intérêts,90-91,700 Code de Procédure Civile,90-91,"5 000,00 €",90-91,Demandeur initial,77-78,rejette,"242-243,250-251","0,00 €",x
CA,Lyon,14/08974,dommages-intérêts,128-129,700 Code de Procédure Civile,128-129,"5 000,00 €",128-129,Défendeur initial,77-78,rejette,"242-243,250-251","0,00 €",x
CA,Lyon,15/02579,dommages-intérêts,93-95,700 Code de Procédure Civile,93-95,"4 000,00 €",93-94,Défendeur initial,72-77,accepte,149-150,"2 000,00 €",149
CA,Lyon,15/04853,dommages-intérêts,75-76,700 Code de Procédure Civile,75-76,"1 000,00 €",75-76,Demandeur initial,54-55,accepte,170-173,"500,00 €",173
CA,Lyon,15/04853,dommages-intérêts,65-66,700 Code de Procédure Civile,65-66,"1 000,00 €",65-66,Demandeur initial,54-55,rejette,168-170,"0,00 €",x
CA,Lyon,15/07781,dommages-intérêts,x,700 Code de Procédure Civile,x,x,x,Demandeur initial,x,rejette,"178-181,194-195","0,00 €",x
CA,Lyon,15/07781,dommages-intérêts,x,700 Code de Procédure Civile,x,x,x,Défendeur initial,x,rejette,"178-181,194-195","0,00 €",x
CA,Lyon,13/05831,dommages-intérêts,168-169,700 Code de Procédure Civile,168-169,"10 000,00 €",168-169,Défendeur initial,72-73,médiation judiciaire,350-352,x,x
CA,Lyon,13/05831,dommages-intérêts,292-293,700 Code de Procédure Civile,292-293,"10 000,00 €",292-293,Demandeur initial,72-73,médiation judiciaire,350-352,x,x
CA,Lyon,14/06911,dommages-intérêts,86-87,700 Code de Procédure Civile,86-87,"3 500,00 €",86-87,Demandeur initial,70-71,rejette,173-174,"0,00 €",x
CA,Lyon,14/06911,dommages-intérêts,116-118,700 Code de Procédure Civile,116-118,"2 000,00 €",116-118,Défendeur initial,70-71,accepte,173-174,"1 500,00 €",173-174
CA,Lyon,14/09670,dommages-intérêts,155-156,700 Code de Procédure Civile,155-156,"2 000,00 €",155-156,Demandeur initial,109-111,accepte,256-257,"1 500,00 €",256-257
CA,Lyon,14/09670,dommages-intérêts,131-132,700 Code de Procédure Civile,131-132,"2 000,00 €",131-132,Défendeur initial,109-111,rejette,256-257,"0,00 €",x
CA,Lyon,15/02540,dommages-intérêts,98-99,700 Code de Procédure Civile,98-99,"2 000,00 €",98-99,Demandeur initial,81-82,accepte,179-180,"1 500,00 €",179-180
CA,Lyon,15/02540,dommages-intérêts,123-125,700 Code de Procédure Civile,123-125,"3 000,00 €",123-125,Défendeur initial,81-82,rejette,179-180,"0,00 €",x
CA,Montpellier,14/03162,dommages-intérêts,113-114,700 Code de Procédure Civile,113-114,"2 000,00 €",113-114,Défendeur initial,68-69,rejette,"278-279,295-296","0,00 €",x
CA,Paris,15/10850,dommages-intérêts,86-87,700 Code de Procédure Civile,86-87,"1 500,00 €",86-87,Défendeur initial,78-87,rejette,161-162,"0,00 €",x
CA,Paris,15/13508,dommages-intérêts,114-115,700 Code de Procédure Civile,114-115,"4 000,00 €",114-115,Demandeur initial,83-84,rejette,274-276,"0,00 €",x
CA,Paris,15/13508,dommages-intérêts,156-158,700 Code de Procédure Civile,156-158,"2 000,00 €",156-158,Défendeur initial,83-84,accepte,274-276,"2 000,00 €",274-276
CA,Paris,13/08403,dommages-intérêts,232,700 Code de Procédure Civile,232,"40 000,00 €",232,Demandeur initial,218,rejette,423-425,"0,00 €",x
CA,Paris,13/08403,dommages-intérêts,242,700 Code de Procédure Civile,242,"3 000,00 €",242,Défendeur initial,218,rejette,423-425,"0,00 €",x
CA,Paris,15/14603,dommages-intérêts,203-205,700 Code de Procédure Civile,203-205,"15 000,00 €",203-205,Défendeur initial,139-140,rejette,459-461,"0,00 €",x
CA,Paris,15/14603,dommages-intérêts,185-186,700 Code de Procédure Civile,185-186,"25 000,00 €",185-186,Demandeur initial,139-140,rejette,482-483,"0,00 €",x
CA,Paris,13/08808,dommages-intérêts,67+78,700 Code de Procédure Civile,67,"700,00 €",67,Demandeur initial,57-58,rejette,160-161,"0,00 €",x
CA,Paris,13/08808,dommages-intérêts,76-77,700 Code de Procédure Civile,76-77,"3 000,00 €",76-77,Défendeur initial,57-58,rejette,160-161,"0,00 €",x
CA,Paris,16/05755,dommages-intérêts,120-121,700 Code de Procédure Civile,120-121,"5 000,00 €",120-121,Défendeur initial,56-57,rejette,316-317,"0,00 €",x
CA,Paris,16/05755,dommages-intérêts,145-147,700 Code de Procédure Civile,145-147,"5 000,00 €",145-147,Demandeur initial,56-57,rejette,316-317,"0,00 €",x
CA,Paris,15/19858,dommages-intérêts,136-138,700 Code de Procédure Civile,136-138,"2 000,00 €",136-138,Défendeur initial,72-74,rejette,269-272,"0,00 €",x
CA,Paris,15/19858,dommages-intérêts,161-162,700 Code de Procédure Civile,161-162,"2 000,00 €",161-162,Défendeur initial,72-74,accepte,269-272,"1 500,00 €",269-272
CA,Paris,15/11242,dommages-intérêts,88-89,700 Code de Procédure Civile,88-89,"1 500,00 €",88-89,Défendeur initial,64-67,rejette,161-164,"0,00 €",x
CA,Paris,15/11242,dommages-intérêts,98,700 Code de Procédure Civile,98,"3 000,00 €",98,Demandeur initial,64-67,accepte,161-164,"500,00 €",161-164
CA,Paris,15/10851,dommages-intérêts,88-89,700 Code de Procédure Civile,88-89,"1 500,00 €",88-89,Défendeur initial,62-64,rejette,162-163,"0,00 €",x
CA,Paris,15/07337,dommages-intérêts,191,700 Code de Procédure Civile,191,"2 000,00 €",191,Demandeur initial,191,rejette,314-315,"0,00 €",x
CA,Paris,14/04595,dommages-intérêts,102,700 Code de Procédure Civile,102,"3 000,00 €",102,Demandeur initial,85-87,rejette,219-221,"0,00 €",x
CA,Paris,14/04595,dommages-intérêts,107-108,700 Code de Procédure Civile,107-108,?,107-108,Défendeur initial,85-87,rejette,219-221,"0,00 €",x
CA,Paris,15/07204,dommages-intérêts,153,700 Code de Procédure Civile,153,"3 000,00 €",153,Demandeur initial,72-73,accepte,544-545,"2 000,00 €",544-545
CA,Paris,15/07204,dommages-intérêts,159,700 Code de Procédure Civile,159,"3 000,00 €",159,Demandeur initial,72-73,rejette,544-545,"0,00 €",544-545
CA,Paris,14/07414,dommages-intérêts,114-116,700 Code de Procédure Civile,114-116,"2 000,00 €",114-116,Demandeur initial,82-83,accepte,233-236,"2 000,00 €",233-236
CA,Paris,14/07414,dommages-intérêts,119-120,700 Code de Procédure Civile,119-120,"1 500,00 €",119-120,Demandeur initial,82-83,rejette,233-236,"0,00 €",x
CA,Poitiers,15/03350,dommages-intérêts,182-184,700 Code de Procédure Civile,182-184,"9 000,00 €",182-184,Demandeur initial,98-99,accepte,410-412,"3 000,00 €",410-412
CA,Poitiers,15/03350,dommages-intérêts,157-158,700 Code de Procédure Civile,157-158,"5 000,00 €",157-158,Défendeur initial,98-99,rejette,410-412,"0,00 €",x
CA,Reims,15/01405,dommages-intérêts,138-139,700 Code de Procédure Civile,138-139,"2 000,00 €",138-139,Demandeur initial,47-48,accepte,292-293,"2 000,00 €",292-293
CA,Reims,15/01405,dommages-intérêts,91-93,700 Code de Procédure Civile,91-93,"900,00 €",91-93,Défendeur initial,47-48,accepte,292-293,"2 000,00 €",292-293
CA,Reims,15/01524,dommages-intérêts,111-112,700 Code de Procédure Civile,111-112,"1 500,00 €",111-112,Demandeur initial,55-56,accepte,168-169,"1 500,00 €",168-169
CA,Reims,15/01524,dommages-intérêts,93-94,700 Code de Procédure Civile,93-94,"4 000,00 €",93-94,Défendeur initial,55-56,rejette,168-169,"0,00 €",x
CA,Rennes,14/09827,dommages-intérêts,124-126,700 Code de Procédure Civile,124-126,"3 000,00 €",124-126,Demandeur initial,105,rejette,259-260,"0,00 €",x
CA,Rennes,14/09827,dommages-intérêts,149-151,700 Code de Procédure Civile,149-151,"1 500,00 €",149-151,Demandeur initial,105,rejette,259-260,"0,00 €",x
CA,Rennes,14/03746,dommages-intérêts,109-110,700 Code de Procédure Civile,109-110,"7 000,00 €",109-110,Demandeur initial,73-77,rejette,229,"0,00 €",x
CA,Rennes,14/09239,dommages-intérêts,100-101,700 Code de Procédure Civile,100-101,"3 000,00 €",,Défendeur initial,60-61,accepte,153-155,"1 500,00 €",153-154
CA,Rennes,14/09239,dommages-intérêts,88-89,700 Code de Procédure Civile,88-89,"3 000,00 €",,Demandeur initial,60-61,rejette,,,
CA,Rennes,14/05326,dommages-intérêts,150-151,700 Code de Procédure Civile,150-151,"2 000,00 €",150-151,Demandeur initial,94-96,accepte,289-291,"500,00 €",289-291
CA,Rennes,14/05326,dommages-intérêts,139-141,700 Code de Procédure Civile,139-141,"2 000,00 €",139-141,Défendeur initial,94-96,rejette,289-291,"0,00 €",x
CA,Versailles,15/02120,dommages-intérêts,147-148,700 Code de Procédure Civile,147-148,"5 000,00 €",147-148,Demandeur initial,85-86,accepte,275-276,"2 000,00 €",275-276
CA,Versailles,15/03780,dommages-intérêts,132-133,700 Code de Procédure Civile,132-133,"2 000,00 €",132-133,Défendeur initial,72-73,rejette,312-313,"0,00 €",x
CA,Versailles,15/03780,dommages-intérêts,137-138,700 Code de Procédure Civile,137-138,"3 000,00 €",137-138,Défendeur initial,72-74,accepte,312-313,"1 000,00 €",312-313
CA,Versailles,16/01954,dommages-intérêts,94-95,700 Code de Procédure Civile,94-95,"2 000,00 €",94-95,Défendeur initial,80-81,rejette,305-306,"0,00 €",x
CA,Versailles,16/01954,dommages-intérêts,101-102,700 Code de Procédure Civile,101-102,"5 000,00 €",101-102,Défendeur initial,80-81,rejette,305-306,"0,00 €",x
